move_id,name,type,power,pp,accuracy,priority,damage_class,effect_text,short_effect_text
85,thunderbolt,electric,90.0,15,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,Has a $effect_chance% chance to paralyze the target.
86,thunder-wave,electric,,20,90.0,0,status,Paralyzes the target.,Paralyzes the target.
87,thunder,electric,110.0,10,70.0,0,special,"Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.

During rain dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.

During sunny day, this move has 50% accuracy.",Has a $effect_chance% chance to paralyze the target.
103,screech,normal,,40,85.0,0,status,Lowers the target’s Defense by two stages.,Lowers the target’s Defense by two stages.
158,hyper-fang,normal,80.0,15,90.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
162,super-fang,normal,,10,90.0,0,physical,Inflicts typeless damage equal to half the target’s remaining HP.,Inflicts damage equal to half the target’s HP.
172,flame-wheel,fire,60.0,25,100.0,0,physical,"Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",Has a $effect_chance% chance to burn the target.  Lets frozen Pokémon thaw themselves.
179,reversal,fighting,,15,100.0,0,physical,"Inflicts regular damage.  Power varies inversely with the user’s proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
","Inflicts more damage when the user has less HP remaining, with a maximum of 200 power."
269,taunt,dark,,20,100.0,0,status,"Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal burst, and mirror coat are allowed.","For the next few turns, the target can only use damaging moves."
279,revenge,fighting,60.0,10,100.0,-4,physical,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",Inflicts double damage if the user takes damage before attacking this turn.
343,covet,normal,60.0,25,100.0,0,physical,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.",Takes the target’s item.
351,shock-wave,electric,60.0,20,,0,special,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.
382,me-first,normal,,20,,0,status,"If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.","Uses the target’s move against it before it attacks, with power increased by half."
387,last-resort,normal,140.0,5,100.0,0,physical,"Inflicts regular damage.  This move can only be used if each of the user’s other moves has been used at least once since the user entered the field.  If this is the user’s only move, this move will fail.",Can only be used after all of the user’s other moves have been used.
389,sucker-punch,dark,70.0,5,100.0,1,physical,"Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.

This move is not affected by iron fist.",Only works if the target is about to use a damaging move.
451,charge-beam,electric,50.0,10,90.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,Has a $effect_chance% chance to raise the user’s Special Attack by one stage.
514,retaliate,normal,70.0,5,100.0,0,physical,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",Has double power if a friendly Pokémon fainted last turn.
515,final-gambit,fighting,,5,100.0,0,special,Inflicts damage equal to the user’s remaining HP.  User faints.,Inflicts damage equal to the user’s remaining HP.  User faints.
528,wild-charge,electric,90.0,15,100.0,0,physical,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,User receives 1/4 the damage it inflicts in recoil.
65,drill-peck,flying,80.0,20,100.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
161,tri-attack,normal,80.0,10,100.0,0,special,"Inflicts regular damage.  Has a $effect_chance% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.","Has a $effect_chance% chance to burn, freeze, or paralyze the target."
310,astonish,ghost,30.0,15,100.0,0,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Has a $effect_chance% chance to make the target flinch.
21,slam,normal,80.0,20,75.0,0,physical,Inflicts regular damage.,Inflicts regular damage with no additional effect.
35,wrap,normal,15.0,20,90.0,0,physical,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.
50,disable,normal,,20,100.0,0,status,"Disables the target’s last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.",Disables the target’s last used move for 1-8 turns.
51,acid,poison,40.0,30,100.0,0,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Has a $effect_chance% chance to lower the target’s Special Defense by one stage.
137,glare,normal,,30,100.0,0,status,Paralyzes the target.,Paralyzes the target.
141,leech-life,bug,80.0,10,100.0,0,physical,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.
180,spite,ghost,,10,100.0,0,status,"Lowers the PP of the target’s last used move by 4.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, or if its last used move has 0 PP remaining, this move will fail.",Lowers the PP of the target’s last used move by 4.
254,stockpile,normal,,20,,0,status,"Raises the user’s Defense and Special Defense by one stage each.  Stores energy for use with spit up and swallow.  Up to three levels of energy can be stored, and all are lost if the user leaves the field.  Energy is still stored even if the stat boosts cannot be applied.

If the user uses baton pass, the stat boosts are passed as normal, but the stored energy is not.",Stores energy up to three times for use with Spit Up and Swallow.
255,spit-up,normal,,10,100.0,0,special,"Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user’s Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.

This move cannot be copied by mirror move.",Power is 100 times the amount of energy Stockpiled.
256,swallow,normal,,10,,0,status,"Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses.  Stored energy is consumed, and the user’s Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.","Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles."
